Soil;Depth;Sand;Silt;Clay;Corg;pH;Bulk_density;KA5TextureClass;Buek_SoilID
PAU_027;60;0.93;0.05;0.02;1.84;6.5;1700;Ss;
PAU_027;90;0.93;0.05;0.02;1.15;7.0;1700;Ss;
PAU_028;30;0.93;0.05;0.02;13.16;6.5;1700;Ss;394246
PAU_028;60;0.93;0.05;0.02;3.14;6.5;1700;Ss;
PAU_028;90;0.93;0.05;0.02;0.1;7.0;1700;Ss;
PAU_029;30;0.93;0.05;0.02;8.48;6.5;1700;Ss;394246
PAU_029;60;0.93;0.05;0.02;3.9;6.5;1700;Ss;
PAU_029;90;0.93;0.05;0.02;1.39;7.0;1700;Ss;
PAU_030;30;0.93;0.05;0.02;30.96;6.5;1700;Ss;394246
PAU_030;60;0.93;0.05;0.02;6.55;6.5;1700;Ss;
PAU_030;90;0.93;0.05;0.02;3.3;7.0;1700;Ss;
PAU_031;30;0.93;0.05;0.02;37.52;6.5;1700;Ss;394246
PAU_031;60;0.93;0.05;0.02;28.52;6.5;1700;Ss;
PAU_031;90;0.93;0.05;0.02;9.46;7.0;1700;Ss;
PAU_032;30;0.93;0.05;0.02;11.67;6.5;1700;Ss;394250
PAU_032;60;0.93;0.05;0.02;4.28;6.5;1700;Ss;
PAU_032;90;0.93;0.05;0.02;2.8;6.5;1700;Ss;
PAU_033;30;0.93;0.05;0.02;17.91;6.5;1700;Ss;394250
PAU_033;60;0.93;0.05;0.02;6.4;6.5;1700;Ss;
PAU_033;90;0.93;0.05;0.02;2.49;6.5;1700;Ss;
PAU_034;30;0.93;0.05;0.02;21.46;6.5;1700;Ss;394246
PAU_034;60;0.93;0.05;0.02;10.98;6.5;1700;Ss;
PAU_034;90;0.93;0.05;0.02;2.7;7.0;1700;Ss;
PAU_035;30;0.93;0.05;0.02;36.05;6.5;1700;Ss;394246
PAU_035;60;0.93;0.05;0.02;7.03;6.5;1700;Ss;
PAU_035;90;0.93;0.05;0.02;3.58;7.0;1700;Ss;
PAU_036;30;0.93;0.05;0.02;34.91;6.5;1700;Ss;394246
PAU_036;60;0.93;0.05;0.02;10.8;6.5;1700;Ss;
PAU_036;90;0.93;0.05;0.02;2.58;7.0;1700;Ss;
PAU_037;30;0.93;0.05;0.02;7.04;6.5;1700;Ss;394250
PAU_037;60;0.93;0.05;0.02;1.15;6.5;1700;Ss;
PAU_037;90;0.93;0.05;0.02;0.13;6.5;1700;Ss;
PAU_038;30;0.93;0.05;0.02;14.58;6.5;1700;Ss;394246
PAU_038;60;0.93;0.05;0.02;5.29;6.5;1700;Ss;
PAU_038;90;0.93;0.05;0.02;2.97;7.0;1700;Ss;
PAU_039;30;0.93;0.05;0.02;27.26;6.5;1700;Ss;394246
PAU_039;60;0.93;0.05;0.02;2.8;6.5;1700;Ss;
PAU_039;90;0.93;0.05;0.02;4.35;7.0;1700;Ss;
PAU_040;30;0.93;0.05;0.02;37.88;6.5;1700;Ss;394250
PAU_040;60;0.93;0.05;0.02;42.3;6.5;1700;Ss;
PAU_040;90;0.93;0.05;0.02;43.2;6.5;1700;Ss;
PAU_041;30;0.93;0.05;0.02;34.71;6.5;1700;Ss;394250
PAU_041;60;0.93;0.05;0.02;18.41;6.5;1700;Ss;
PAU_041;90;0.93;0.05;0.02;3.37;6.5;1700;Ss;
PAU_042;30;0.93;0.05;0.02;23.48;6.5;1700;Ss;394250
PAU_042;60;0.93;0.05;0.02;7.05;6.5;1700;Ss;
PAU_042;90;0.93;0.05;0.02;0.38;6.5;1700;Ss;
PAU_043;30;0.93;0.05;0.02;37.97;6.5;1700;Ss;394250
PAU_043;60;0.93;0.05;0.02;14.05;6.5;1700;Ss;
PAU_043;90;0.93;0.05;0.02;10.91;6.5;1700;Ss;
PAU_044;30;0.93;0.05;0.02;26.31;6.5;1700;Ss;394250
PAU_044;60;0.93;0.05;0.02;7.85;6.5;1700;Ss;
PAU_044;90;0.93;0.05;0.02;1.78;6.5;1700;Ss;
PAU_045;30;0.93;0.05;0.02;35.81;6.5;1700;Ss;394250
PAU_045;60;0.93;0.05;0.02;16.1;6.5;1700;Ss;
PAU_045;90;0.93;0.05;0.02;2.98;6.5;1700;Ss;
PAU_046;30;0.93;0.05;0.02;2.89;6.5;1700;Ss;394250
PAU_046;60;0.93;0.05;0.02;0.6;6.5;1700;Ss;
PAU_046;90;0.93;0.05;0.02;0.11;6.5;1700;Ss;
PAU_047;30;0.93;0.05;0.02;30.38;6.5;1700;Ss;394246
PAU_047;60;0.93;0.05;0.02;28.56;6.5;1700;Ss;
PAU_047;90;0.93;0.05;0.02;34.15;7.0;1700;Ss;
PAU_048;30;0.93;0.05;0.02;39;6.5;1700;Ss;394246
PAU_048;60;0.93;0.05;0.02;19.05;6.5;1700;Ss;
PAU_048;90;0.93;0.05;0.02;18.48;7.0;1700;Ss;
PAU_049;30;0.93;0.05;0.02;38.44;6.5;1700;Ss;394244
PAU_049;60;0.93;0.05;0.02;42.65;6.5;1700;Ss;
PAU_049;90;0.93;0.05;0.02;43.8;7.0;1700;Ss;
PAU_050;30;0.93;0.05;0.02;22.01;6.5;1700;Ss;394244
PAU_050;60;0.93;0.05;0.02;22.01;6.5;1700;Ss;
PAU_050;90;0.93;0.05;0.02;7.26;7.0;1700;Ss;
PAU_051;30;0.93;0.05;0.02;38.73;6.5;1700;Ss;394244
PAU_051;60;0.93;0.05;0.02;37.33;6.5;1700;Ss;
PAU_051;90;0.93;0.05;0.02;38.51;7.0;1700;Ss;
PAU_052;30;0.93;0.05;0.02;33.55;6.5;1700;Ss;394244
PAU_052;60;0.93;0.05;0.02;16.25;6.5;1700;Ss;
PAU_052;90;0.93;0.05;0.02;3.88;7.0;1700;Ss;
PAU_053;30;0.93;0.05;0.02;38.43;6.5;1700;Ss;394244
PAU_053;60;0.93;0.05;0.02;38.51;6.5;1700;Ss;
PAU_053;90;0.93;0.05;0.02;15.35;7.0;1700;Ss;
PAU_054;30;0.93;0.05;0.02;22.7;6.5;1700;Ss;394244
PAU_054;60;0.93;0.05;0.02;2.66;6.5;1700;Ss;
PAU_054;90;0.93;0.05;0.02;2.81;7.0;1700;Ss;
PAU_055;30;0.93;0.05;0.02;38.21;6.5;1700;Ss;394244
PAU_055;60;0.93;0.05;0.02;40.06;6.5;1700;Ss;
PAU_055;90;0.93;0.05;0.02;37.54;7.0;1700;Ss;
PAU_056;30;0.93;0.05;0.02;36.96;6.5;1700;Ss;394244
PAU_056;60;0.93;0.05;0.02;9.23;6.5;1700;Ss;
PAU_056;90;0.93;0.05;0.02;4.61;7.0;1700;Ss;
PAU_057;30;0.93;0.05;0.02;174.4186;6.5;1700;Ss;394246
PAU_057;60;0.93;0.05;0.02;29.0698;6.5;1700;Ss;
PAU_057;90;0.93;0.05;0.02;29.0698;7.0;1700;Ss;
PAU_058;30;0.93;0.05;0.02;174.4186;6.5;1700;Ss;394246
PAU_058;60;0.93;0.05;0.02;29.0698;6.5;1700;Ss;
PAU_058;90;0.93;0.05;0.02;29.0698;7.0;1700;Ss;
PAU_059;30;0.93;0.05;0.02;174.4186;6.5;1700;Ss;394246
PAU_059;60;0.93;0.05;0.02;29.0698;6.5;1700;Ss;
PAU_059;90;0.93;0.05;0.02;29.0698;7.0;1700;Ss;
PAU_060;30;0.93;0.05;0.02;174.4186;6.5;1700;Ss;394246
PAU_060;60;0.93;0.05;0.02;29.0698;6.5;1700;Ss;
PAU_060;90;0.93;0.05;0.02;29.0698;7.0;1700;Ss;
PAU_061;30;0.93;0.05;0.02;174.4186;6.5;1700;Ss;394246
PAU_061;60;0.93;0.05;0.02;29.0698;6.5;1700;Ss;
PAU_061;90;0.93;0.05;0.02;29.0698;7.0;1700;Ss;
PAU_062;30;0.93;0.05;0.02;174.4186;6.5;1700;Ss;394246
PAU_062;60;0.93;0.05;0.02;29.0698;6.5;1700;Ss;
PAU_062;90;0.93;0.05;0.02;29.0698;7.0;1700;Ss;
PAU_063;30;0.93;0.05;0.02;174.4186;6.5;1700;Ss;394246
PAU_063;60;0.93;0.05;0.02;29.0698;6.5;1700;Ss;
PAU_063;90;0.93;0.05;0.02;29.0698;7.0;1700;Ss;
PAU_064;30;0.93;0.05;0.02;174.4186;6.5;1700;Ss;394246
PAU_064;60;0.93;0.05;0.02;29.0698;6.5;1700;Ss;
PAU_064;90;0.93;0.05;0.02;29.0698;7.0;1700;Ss;
PAU_065;30;0.93;0.05;0.02;174.4186;6.5;1700;Ss;394246
PAU_065;60;0.93;0.05;0.02;29.0698;6.5;1700;Ss;
PAU_065;90;0.93;0.05;0.02;29.0698;7.0;1700;Ss;
PAU_066;30;0.93;0.05;0.02;174.4186;6.5;1700;Ss;394246
PAU_066;60;0.93;0.05;0.02;29.0698;6.5;1700;Ss;
PAU_066;90;0.93;0.05;0.02;29.0698;7.0;1700;Ss;
PAU_067;30;0.93;0.05;0.02;174.4186;6.5;1700;Ss;394246
PAU_067;60;0.93;0.05;0.02;29.0698;6.5;1700;Ss;
PAU_067;90;0.93;0.05;0.02;29.0698;7.0;1700;Ss;
PAU_068;30;0.93;0.05;0.02;174.4186;6.5;1700;Ss;394246
PAU_068;60;0.93;0.05;0.02;29.0698;6.5;1700;Ss;
PAU_068;90;0.93;0.05;0.02;29.0698;7.0;1700;Ss;
PAU_069;30;0.93;0.05;0.02;9.18;6.5;1700;Ss;394246
PAU_069;60;0.93;0.05;0.02;5.13;6.5;1700;Ss;
PAU_069;90;0.93;0.05;0.02;1.64;7.0;1700;Ss;
PAU_070;30;0.93;0.05;0.02;34.34;6.5;1700;Ss;394250
PAU_070;60;0.93;0.05;0.02;16.44;6.5;1700;Ss;
PAU_070;90;0.93;0.05;0.02;3.98;6.5;1700;Ss;
PAU_071;30;0.93;0.05;0.02;15.26;6.5;1700;Ss;394246
PAU_071;60;0.93;0.05;0.02;6.87;6.5;1700;Ss;
PAU_071;90;0.93;0.05;0.02;2.08;7.0;1700;Ss;
PAU_072;30;0.93;0.05;0.02;30.85;6.5;1700;Ss;394246
PAU_072;60;0.93;0.05;0.02;16.05;6.5;1700;Ss;
PAU_072;90;0.93;0.05;0.02;14.29;7.0;1700;Ss;
PAU_073;30;0.93;0.05;0.02;37.04;6.5;1700;Ss;394246
PAU_073;60;0.93;0.05;0.02;37.47;6.5;1700;Ss;
PAU_073;90;0.93;0.05;0.02;31.3;7.0;1700;Ss;
PAU_074;30;0.93;0.05;0.02;10.83;6.5;1700;Ss;394246
PAU_074;60;0.93;0.05;0.02;3.19;6.5;1700;Ss;
PAU_074;90;0.93;0.05;0.02;1.15;7.0;1700;Ss;
PAU_075;30;0.93;0.05;0.02;29.29;6.5;1700;Ss;394246
PAU_075;60;0.93;0.05;0.02;4.64;6.5;1700;Ss;
PAU_075;90;0.93;0.05;0.02;1.32;7.0;1700;Ss;
PAU_076;30;0.93;0.05;0.02;9.32;6.5;1700;Ss;394246
PAU_076;60;0.93;0.05;0.02;1.75;6.5;1700;Ss;
PAU_076;90;0.93;0.05;0.02;2.23;7.0;1700;Ss;
PAU_077;30;0.93;0.05;0.02;37.39;6.5;1700;Ss;394246
PAU_077;60;0.93;0.05;0.02;41.95;6.5;1700;Ss;
PAU_077;90;0.93;0.05;0.02;42.21;7.0;1700;Ss;
PAU_078;30;0.93;0.05;0.02;38.48;6.5;1700;Ss;394246
PAU_078;60;0.93;0.05;0.02;37.39;6.5;1700;Ss;
PAU_078;90;0.93;0.05;0.02;8.96;7.0;1700;Ss;
PAU_079;30;0.93;0.05;0.02;15.59;6.5;1700;Ss;394246
PAU_079;60;0.93;0.05;0.02;23.89;6.5;1700;Ss;
PAU_079;90;0.93;0.05;0.02;19.37;7.0;1700;Ss;
PAU_080;30;0.93;0.05;0.02;22.16;6.5;1700;Ss;394246
PAU_080;60;0.93;0.05;0.02;3.29;6.5;1700;Ss;
PAU_080;90;0.93;0.05;0.02;1.16;7.0;1700;Ss;
PAU_081;30;0.93;0.05;0.02;19.93;6.5;1700;Ss;394246
PAU_081;60;0.93;0.05;0.02;2.81;6.5;1700;Ss;
PAU_081;90;0.93;0.05;0.02;1;7.0;1700;Ss;
PAU_082;30;0.93;0.05;0.02;36.25;6.5;1700;Ss;394246
PAU_082;60;0.93;0.05;0.02;26.64;6.5;1700;Ss;
PAU_082;90;0.93;0.05;0.02;18.16;7.0;1700;Ss;
PAU_083;30;0.93;0.05;0.02;40.33;6.5;1700;Ss;394246
PAU_083;60;0.93;0.05;0.02;42.92;6.5;1700;Ss;
PAU_083;90;0.93;0.05;0.02;42.31;7.0;1700;Ss;
PAU_084;30;0.93;0.05;0.02;41.52;6.5;1700;Ss;394246
PAU_084;60;0.93;0.05;0.02;45.08;6.5;1700;Ss;
PAU_084;90;0.93;0.05;0.02;44.06;7.0;1700;Ss;
PAU_085;30;0.93;0.05;0.02;41.82;6.5;1700;Ss;394246
PAU_085;60;0.93;0.05;0.02;44.94;6.5;1700;Ss;
PAU_085;90;0.93;0.05;0.02;44.47;7.0;1700;Ss;
PAU_086;30;0.93;0.05;0.02;40.23;6.5;1700;Ss;394246
PAU_086;60;0.93;0.05;0.02;40.27;6.5;1700;Ss;
PAU_086;90;0.93;0.05;0.02;35.96;7.0;1700;Ss;
PAU_087;30;0.93;0.05;0.02;40.85;6.5;1700;Ss;394246
PAU_087;60;0.93;0.05;0.02;44.27;6.5;1700;Ss;
PAU_087;90;0.93;0.05;0.02;42.94;7.0;1700;Ss;
PAU_088;30;0.93;0.05;0.02;39.42;6.5;1700;Ss;394246
PAU_088;60;0.93;0.05;0.02;38.71;6.5;1700;Ss;
PAU_088;90;0.93;0.05;0.02;12.32;7.0;1700;Ss;
PAU_089;30;0.93;0.05;0.02;25.69;6.5;1700;Ss;394246
PAU_089;60;0.93;0.05;0.02;9.61;6.5;1700;Ss;
PAU_089;90;0.93;0.05;0.02;6.71;7.0;1700;Ss;
PAU_090;30;0.93;0.05;0.02;15.04;6.5;1700;Ss;394246
PAU_090;60;0.93;0.05;0.02;7.5;6.5;1700;Ss;
PAU_090;90;0.93;0.05;0.02;2.3;7.0;1700;Ss;
PAU_091;30;0.93;0.05;0.02;18.05;6.5;1700;Ss;394246
PAU_091;60;0.93;0.05;0.02;9.99;6.5;1700;Ss;
PAU_091;90;0.93;0.05;0.02;4.39;7.0;1700;Ss;
PAU_092;30;0.93;0.05;0.02;37.82;6.5;1700;Ss;394246
PAU_092;60;0.93;0.05;0.02;32.75;6.5;1700;Ss;
PAU_092;90;0.93;0.05;0.02;25.17;7.0;1700;Ss;
PAU_093;30;0.93;0.05;0.02;14.39;6.5;1700;Ss;394246
PAU_093;60;0.93;0.05;0.02;3.87;6.5;1700;Ss;
PAU_093;90;0.93;0.05;0.02;2.04;7.0;1700;Ss;
PAU_094;30;0.93;0.05;0.02;174.4186;6.5;1700;Ss;394246
PAU_094;60;0.93;0.05;0.02;29.0698;6.5;1700;Ss;
PAU_094;90;0.93;0.05;0.02;29.0698;7.0;1700;Ss;
PAU_095;30;0.93;0.05;0.02;174.4186;6.5;1700;Ss;394246
PAU_095;60;0.93;0.05;0.02;29.0698;6.5;1700;Ss;
PAU_095;90;0.93;0.05;0.02;29.0698;7.0;1700;Ss;
PAU_096;30;0.93;0.05;0.02;21.57;6.5;1700;Ss;394246
PAU_096;60;0.93;0.05;0.02;25.3;6.5;1700;Ss;
PAU_096;90;0.93;0.05;0.02;15.29;7.0;1700;Ss;
PAU_097;30;0.93;0.05;0.02;36.68;6.5;1700;Ss;394246
PAU_097;60;0.93;0.05;0.02;7.97;6.5;1700;Ss;
PAU_097;90;0.93;0.05;0.02;10.19;7.0;1700;Ss;
PAU_098;30;0.93;0.05;0.02;31.79;6.5;1700;Ss;394246
PAU_098;60;0.93;0.05;0.02;11.98;6.5;1700;Ss;
PAU_098;90;0.93;0.05;0.02;3.24;7.0;1700;Ss;
PAU_099;30;0.93;0.05;0.02;39.08;6.5;1700;Ss;394246
PAU_099;60;0.93;0.05;0.02;36.77;6.5;1700;Ss;
PAU_099;90;0.93;0.05;0.02;22.46;7.0;1700;Ss;
PAU_100;30;0.93;0.05;0.02;34.67;6.5;1700;Ss;394250
PAU_100;60;0.93;0.05;0.02;20.75;6.5;1700;Ss;
PAU_100;90;0.93;0.05;0.02;5.47;6.5;1700;Ss;
PAU_101;30;0.93;0.05;0.02;174.4186;6.5;1700;Ss;394250
PAU_101;60;0.93;0.05;0.02;87.2093;6.5;1700;Ss;
PAU_101;90;0.93;0.05;0.02;29.0698;6.5;1700;Ss;
PAU_102;30;0.93;0.05;0.02;38.15;6.5;1700;Ss;394250
PAU_102;60;0.93;0.05;0.02;32.55;6.5;1700;Ss;
PAU_102;90;0.93;0.05;0.02;14.85;6.5;1700;Ss;
PAU_103;30;0.93;0.05;0.02;8.11;6.5;1700;Ss;394250
PAU_103;60;0.93;0.05;0.02;5.5;6.5;1700;Ss;
PAU_103;90;0.93;0.05;0.02;0.86;6.5;1700;Ss;
PAU_104;30;0.93;0.05;0.02;30.37;6.5;1700;Ss;394250
PAU_104;60;0.93;0.05;0.02;21.29;6.5;1700;Ss;
PAU_104;90;0.93;0.05;0.02;4.74;6.5;1700;Ss;
PAU_105;30;0.93;0.05;0.02;27.61;6.5;1700;Ss;394250
PAU_105;60;0.93;0.05;0.02;11.38;6.5;1700;Ss;
PAU_105;90;0.93;0.05;0.02;2.03;6.5;1700;Ss;
PAU_106;30;;;;;;;;
PAU_106;60;;;;;;;;
PAU_106;90;;;;;;;;
PAU_107;30;;;;;;;;
PAU_107;60;;;;;;;;
PAU_107;90;;;;;;;;
PAU_108;30;;;;39.06;;;;
PAU_108;60;;;;42.34;;;;
PAU_108;90;;;;38.28;;;;
PAU_109;30;;;;39.54;;;;
PAU_109;60;;;;37.51;;;;
PAU_109;90;;;;12.72;;;;
RBN_002;30;0.76;0.18;0.06;24.62;6.5;1700;Sl2;315009
RBN_002;60;0.76;0.18;0.06;27.57;5.75;1700;Sl2;
RBN_002;90;0.6;0.26;0.14;32.97;7.55;1900;Sl4;
RBN_019;30;0.76;0.18;0.06;25.94;6.5;1700;Sl2;315009
RBN_019;60;0.76;0.18;0.06;32.12;5.75;1700;Sl2;
RBN_019;90;0.6;0.26;0.14;36.96;7.55;1900;Sl4;
RBN_020;30;0.76;0.18;0.06;25.46;6.5;1700;Sl2;315009
RBN_020;60;0.76;0.18;0.06;21.38;5.75;1700;Sl2;
RBN_020;90;0.6;0.26;0.14;31.86;7.55;1900;Sl4;
RBN_021;30;0.76;0.18;0.06;20.79;6.5;1700;Sl2;315009
RBN_021;60;0.76;0.18;0.06;24.37;5.75;1700;Sl2;
RBN_021;90;0.6;0.26;0.14;29.43;7.55;1900;Sl4;
RBN_022;30;0.76;0.18;0.06;21.6;6.5;1700;Sl2;315009
RBN_022;60;0.76;0.18;0.06;25.97;5.75;1700;Sl2;
RBN_022;90;0.6;0.26;0.14;27.74;7.55;1900;Sl4;
RBN_023;30;0.76;0.18;0.06;16.81;6.5;1700;Sl2;315009
RBN_023;60;0.76;0.18;0.06;21.12;5.75;1700;Sl2;
RBN_023;90;0.6;0.26;0.14;15.51;7.55;1900;Sl4;
RBN_024;30;0.76;0.18;0.06;23.32;6.5;1700;Sl2;315009
RBN_024;60;0.76;0.18;0.06;31.18;5.75;1700;Sl2;
RBN_024;90;0.6;0.26;0.14;33.99;7.55;1900;Sl4;
RBN_025;30;0.76;0.18;0.06;17.24;6.5;1700;Sl2;315009
RBN_025;60;0.76;0.18;0.06;21.55;5.75;1700;Sl2;
RBN_025;90;0.6;0.26;0.14;29;7.55;1900;Sl4;
RBN_026;30;0.76;0.18;0.06;20.22;6.5;1700;Sl2;315009
RBN_026;60;0.76;0.18;0.06;24.73;5.75;1700;Sl2;
RBN_026;90;0.6;0.26;0.14;29.77;7.55;1900;Sl4;
RBN_027;30;0.76;0.18;0.06;21.56;6.5;1700;Sl2;315009
RBN_027;60;0.76;0.18;0.06;24.71;5.75;1700;Sl2;
RBN_027;90;0.6;0.26;0.14;30.63;7.55;1900;Sl4;
RBN_028;30;0.76;0.18;0.06;20.04;6.5;1700;Sl2;315009
RBN_028;60;0.76;0.18;0.06;25.96;5.75;1700;Sl2;
RBN_028;90;0.6;0.26;0.14;29.59;7.55;1900;Sl4;
RBN_029;30;0.76;0.18;0.06;20.46;6.5;1700;Sl2;315009
RBN_029;60;0.76;0.18;0.06;25.33;5.75;1700;Sl2;
RBN_029;90;0.6;0.26;0.14;26.92;7.55;1900;Sl4;
RBN_030;30;0.76;0.18;0.06;20.78;6.5;1700;Sl2;315009
RBN_030;60;0.76;0.18;0.06;26;5.75;1700;Sl2;
RBN_030;90;0.6;0.26;0.14;31.24;7.55;1900;Sl4;
RBN_031;30;0.76;0.18;0.06;22.81;6.5;1700;Sl2;315009
RBN_031;60;0.76;0.18;0.06;20.31;5.75;1700;Sl2;
RBN_031;90;0.6;0.26;0.14;23.63;7.55;1900;Sl4;
RBN_032;30;0.76;0.18;0.06;19.5;6.5;1700;Sl2;315009
RBN_032;60;0.76;0.18;0.06;22.75;5.75;1700;Sl2;
