Soil;Depth;Sand;Silt;Clay;Corg;pH;Bulk_density;KA5TextureClass;Buek_SoilID
RLB_011;90;0.93;0.05;0.02;2.8;6.45;1700;Ss;
RLB_012;30;0.93;0.05;0.02;39.47;6.45;1700;Ss;314294
RLB_012;60;0.93;0.05;0.02;14.3;6.45;1700;Ss;
RLB_012;90;0.93;0.05;0.02;1.21;6.45;1700;Ss;
RLB_013;30;0.93;0.05;0.02;34.4;6.45;1700;Ss;314294
RLB_013;60;0.93;0.05;0.02;4.33;6.45;1700;Ss;
RLB_013;90;0.93;0.05;0.02;0.55;6.45;1700;Ss;
RLB_014;30;0.93;0.05;0.02;36.93;6.45;1700;Ss;314294
RLB_014;60;0.93;0.05;0.02;4.45;6.45;1700;Ss;
RLB_014;90;0.93;0.05;0.02;0.81;6.45;1700;Ss;
RLB_015;30;0.93;0.05;0.02;42.12;6.45;1700;Ss;314294
RLB_015;60;0.93;0.05;0.02;42.55;6.45;1700;Ss;
RLB_015;90;0.93;0.05;0.02;12.04;6.45;1700;Ss;
RLB_016;30;0.93;0.05;0.02;42.81;6.45;1700;Ss;314294
RLB_016;60;0.93;0.05;0.02;39.08;6.45;1700;Ss;
RLB_016;90;0.93;0.05;0.02;34.99;6.45;1700;Ss;
RLB_017;30;0.93;0.05;0.02;40.37;6.45;1700;Ss;314294
RLB_017;60;0.93;0.05;0.02;20.31;6.45;1700;Ss;
RLB_017;90;0.93;0.05;0.02;2.18;6.45;1700;Ss;
RLB_029;30;0.93;0.05;0.02;14.5;6.45;1700;Ss;314294
RLB_029;60;0.93;0.05;0.02;3.82;6.45;1700;Ss;
RLB_029;90;0.93;0.05;0.02;1.41;6.45;1700;Ss;
RLB_030;30;0.93;0.05;0.02;19.6;6.45;1700;Ss;314294
RLB_030;60;0.93;0.05;0.02;4.7;6.45;1700;Ss;
RLB_030;90;0.93;0.05;0.02;1.14;6.45;1700;Ss;
RLB_031;30;0.93;0.05;0.02;10.48;6.45;1700;Ss;314294
RLB_031;60;0.93;0.05;0.02;3.43;6.45;1700;Ss;
RLB_031;90;0.93;0.05;0.02;1.4;6.45;1700;Ss;
RLB_032;30;0.93;0.05;0.02;25.39;6.45;1700;Ss;314294
RLB_032;60;0.93;0.05;0.02;22.28;6.45;1700;Ss;
RLB_032;90;0.93;0.05;0.02;3.14;6.45;1700;Ss;
RLB_033;30;0.93;0.05;0.02;32.96;6.45;1700;Ss;314294
RLB_033;60;0.93;0.05;0.02;35.26;6.45;1700;Ss;
RLB_033;90;0.93;0.05;0.02;15.66;6.45;1700;Ss;
RLB_034;30;0.93;0.05;0.02;11.64;6.45;1700;Ss;314294
RLB_034;60;0.93;0.05;0.02;2.92;6.45;1700;Ss;
RLB_034;90;0.93;0.05;0.02;0.9;6.45;1700;Ss;
RLB_035;30;0.93;0.05;0.02;38.43;6.45;1700;Ss;314294
RLB_035;60;0.93;0.05;0.02;8.55;6.45;1700;Ss;
RLB_035;90;0.93;0.05;0.02;2.11;6.45;1700;Ss;
RLB_036;30;0.93;0.05;0.02;36.39;6.45;1700;Ss;314294
RLB_036;60;0.93;0.05;0.02;18.79;6.45;1700;Ss;
RLB_036;90;0.93;0.05;0.02;3.06;6.45;1700;Ss;
RLX_038;30;0.93;0.05;0.02;29.0698;6.45;1700;Ss;394252
RLX_038;60;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_038;90;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_039;30;0.93;0.05;0.02;29.0698;6.45;1700;Ss;394252
RLX_039;60;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_039;90;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_040;30;0.93;0.05;0.02;29.0698;6.45;1700;Ss;394252
RLX_040;60;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_040;90;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_041;30;0.93;0.05;0.02;29.0698;6.45;1700;Ss;394252
RLX_041;60;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_041;90;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_042;30;0.93;0.05;0.02;29.0698;6.45;1700;Ss;314294
RLX_042;60;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_042;90;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_043;30;0.93;0.05;0.02;29.0698;6.45;1700;Ss;314294
RLX_043;60;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_043;90;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_044;30;0.93;0.05;0.02;29.0698;6.45;1700;Ss;314294
RLX_044;60;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_044;90;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_045;30;0.93;0.05;0.02;29.0698;6.45;1700;Ss;314294
RLX_045;60;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_045;90;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_046;30;0.93;0.05;0.02;29.0698;6.45;1700;Ss;394252
RLX_046;60;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_046;90;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_047;30;0.93;0.05;0.02;29.0698;6.45;1700;Ss;314294
RLX_047;60;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_047;90;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_048;30;0.93;0.05;0.02;29.0698;6.45;1700;Ss;314294
RLX_048;60;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_048;90;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_049;30;0.93;0.05;0.02;29.0698;6.45;1700;Ss;314294
RLX_049;60;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_049;90;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_050;30;0.93;0.05;0.02;29.0698;6.45;1700;Ss;314294
RLX_050;60;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_050;90;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_051;30;0.93;0.05;0.02;29.0698;6.45;1700;Ss;314294
RLX_051;60;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_051;90;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_052;30;0.93;0.05;0.02;29.0698;6.45;1700;Ss;314294
RLX_052;60;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_052;90;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_053;30;0.93;0.05;0.02;29.0698;6.45;1700;Ss;314294
RLX_053;60;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_053;90;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_054;30;0.93;0.05;0.02;29.0698;6.45;1700;Ss;314294
RLX_054;60;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_054;90;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_055;30;0.93;0.05;0.02;29.0698;6.45;1700;Ss;314294
RLX_055;60;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
RLX_055;90;0.93;0.05;0.02;29.0698;6.45;1700;Ss;
SAN_001;30;0.86;0.12;0.02;39.8;;1500;fSms;234241
SAN_001;60;0.86;0.12;0.02;41.53;;1700;fSms;
SAN_001;90;0.76;0.18;0.06;41.76;;1700;Sl2;
SAN_002;30;0.86;0.12;0.02;40.44;;1500;fSms;234241
SAN_002;60;0.86;0.12;0.02;41.44;;1700;fSms;
SAN_002;90;0.76;0.18;0.06;42.46;;1700;Sl2;
SAN_003;30;0.86;0.12;0.02;39.75;;1500;fSms;234241
SAN_003;60;0.86;0.12;0.02;42.05;;1700;fSms;
SAN_003;90;0.76;0.18;0.06;40.67;;1700;Sl2;
SAN_004;30;0.86;0.12;0.02;40.59;;1500;fSms;234241
SAN_004;60;0.86;0.12;0.02;43.09;;1700;fSms;
SAN_004;90;0.76;0.18;0.06;42.4;;1700;Sl2;
SAN_005;30;0.86;0.12;0.02;40;;1500;fSms;234241
SAN_005;60;0.86;0.12;0.02;42.72;;1700;fSms;
SAN_005;90;0.76;0.18;0.06;41.87;;1700;Sl2;
SAN_006;30;0.86;0.12;0.02;41.8;;1500;fSms;234241
SAN_006;60;0.86;0.12;0.02;43.41;;1700;fSms;
SAN_006;90;0.76;0.18;0.06;43;;1700;Sl2;
SAN_007;30;0.86;0.12;0.02;41.15;;1500;fSms;234241
SAN_007;60;0.86;0.12;0.02;44.09;;1700;fSms;
SAN_007;90;0.76;0.18;0.06;43.18;;1700;Sl2;
SAN_008;30;0.86;0.12;0.02;38.87;;1500;fSms;234241
SAN_008;60;0.86;0.12;0.02;43.39;;1700;fSms;
SAN_008;90;0.76;0.18;0.06;42;;1700;Sl2;
SAN_009;30;0.86;0.12;0.02;40.45;;1500;fSms;234241
SAN_009;60;0.86;0.12;0.02;43.26;;1700;fSms;
SAN_009;90;0.76;0.18;0.06;41.82;;1700;Sl2;
SAN_010;30;0.86;0.12;0.02;39.94;;1500;fSms;234241
SAN_010;60;0.86;0.12;0.02;41.65;;1700;fSms;
SAN_010;90;0.76;0.18;0.06;43.55;;1700;Sl2;
SWK_009;30;0.93;0.05;0.02;33.55;;1500;Ss;474209
SWK_009;60;0.93;0.05;0.02;21.66;;1700;Ss;
SWK_009;90;0.93;0.05;0.02;13.42;;1700;Ss;
SWK_010;30;0.93;0.05;0.02;7.66;;1500;Ss;474209
SWK_010;60;0.93;0.05;0.02;3.27;;1700;Ss;
SWK_010;90;0.93;0.05;0.02;2.55;;1700;Ss;
SWK_011;30;0.93;0.05;0.02;26.29;;1500;Ss;474209
SWK_011;60;0.93;0.05;0.02;19.17;;1700;Ss;
SWK_011;90;0.93;0.05;0.02;25.88;;1700;Ss;
SWK_012;30;0.93;0.05;0.02;32.22;;1500;Ss;474209
SWK_012;60;0.93;0.05;0.02;26;;1700;Ss;
SWK_012;90;0.93;0.05;0.02;3.99;;1700;Ss;
SWK_013;30;0.93;0.05;0.02;8.47;;1500;Ss;474209
SWK_013;60;0.93;0.05;0.02;6.09;;1700;Ss;
SWK_013;90;0.93;0.05;0.02;7.7;;1700;Ss;
SWK_014;30;0.93;0.05;0.02;9.6;;1500;Ss;474209
SWK_014;60;0.93;0.05;0.02;3.46;;1700;Ss;
SWK_014;90;0.93;0.05;0.02;7.84;;1700;Ss;
SWK_015;30;0.93;0.05;0.02;36.24;;1500;Ss;474209
SWK_015;60;0.93;0.05;0.02;35.46;;1700;Ss;
SWK_015;90;0.93;0.05;0.02;29.51;;1700;Ss;
SWK_016;30;0.93;0.05;0.02;30.56;;1500;Ss;474209
SWK_016;60;0.93;0.05;0.02;20.45;;1700;Ss;
SWK_016;90;0.93;0.05;0.02;20.83;;1700;Ss;
SWK_017;30;0.93;0.05;0.02;32.85;;1500;Ss;474209
SWK_017;60;0.93;0.05;0.02;28.33;;1700;Ss;
SWK_017;90;0.93;0.05;0.02;31.36;;1700;Ss;
SWK_018;30;0.93;0.05;0.02;34.13;;1500;Ss;474209
SWK_018;60;0.93;0.05;0.02;22.93;;1700;Ss;
SWK_018;90;0.93;0.05;0.02;28.68;;1700;Ss;
SWK_019;30;0.93;0.05;0.02;33.01;;1500;Ss;474209
SWK_019;60;0.93;0.05;0.02;14.28;;1700;Ss;
SWK_019;90;0.93;0.05;0.02;20.51;;1700;Ss;
SWK_020;30;0.86;0.12;0.02;28.32;5.75;1700;fSms;474213
SWK_020;60;0.86;0.12;0.02;32.28;5.75;1700;fSms;
SWK_020;90;0.86;0.12;0.02;13.53;5.75;1700;fSms;
SWK_021;30;0.86;0.12;0.02;34.62;5.75;1700;fSms;474213
SWK_021;60;0.86;0.12;0.02;37.47;5.75;1700;fSms;
SWK_021;90;0.86;0.12;0.02;31.1;5.75;1700;fSms;
SWK_022;30;0.93;0.05;0.02;34.81;;1500;Ss;474209
SWK_022;60;0.93;0.05;0.02;36.02;;1700;Ss;
SWK_022;90;0.93;0.05;0.02;30.9;;1700;Ss;
SWK_023;30;0.86;0.12;0.02;32.01;5.75;1700;fSms;474213
SWK_023;60;0.86;0.12;0.02;19.1;5.75;1700;fSms;
SWK_023;90;0.86;0.12;0.02;9.45;5.75;1700;fSms;
SWK_024;30;0.93;0.05;0.02;9.78;;1500;Ss;474209
SWK_024;60;0.93;0.05;0.02;1.64;;1700;Ss;
SWK_024;90;0.93;0.05;0.02;12.53;;1700;Ss;
SWK_025;30;0.93;0.05;0.02;35.42;;1500;Ss;474209
SWK_025;60;0.93;0.05;0.02;31.84;;1700;Ss;
SWK_025;90;0.93;0.05;0.02;35.55;;1700;Ss;
SWK_026;30;0.93;0.05;0.02;9.03;;1500;Ss;474209
SWK_026;60;0.93;0.05;0.02;5.95;;1700;Ss;
SWK_026;90;0.93;0.05;0.02;9.13;;1700;Ss;
SWK_027;30;0.93;0.05;0.02;5.7;;1500;Ss;474209
SWK_027;60;0.93;0.05;0.02;3.69;;1700;Ss;
SWK_027;90;0.93;0.05;0.02;29.2;;1700;Ss;
SWK_028;30;0.93;0.05;0.02;31.76;;1500;Ss;474209
SWK_028;60;0.93;0.05;0.02;29.56;;1700;Ss;
SWK_028;90;0.93;0.05;0.02;22.05;;1700;Ss;
SWK_029;30;0.86;0.12;0.02;31.8;5.75;1700;fSms;474213
SWK_029;60;0.86;0.12;0.02;32.48;5.75;1700;fSms;
SWK_029;90;0.86;0.12;0.02;19.21;5.75;1700;fSms;
SWK_030;30;0.86;0.12;0.02;24.84;5.75;1700;fSms;474213
SWK_030;60;0.86;0.12;0.02;18.49;5.75;1700;fSms;
SWK_030;90;0.86;0.12;0.02;15.82;5.75;1700;fSms;
SWK_031;30;0.86;0.12;0.02;32.76;5.75;1700;fSms;474213
SWK_031;60;0.86;0.12;0.02;17.72;5.75;1700;fSms;
SWK_031;90;0.86;0.12;0.02;12.69;5.75;1700;fSms;
SWK_032;30;0.93;0.05;0.02;34.43;;1500;Ss;474209
SWK_032;60;0.93;0.05;0.02;38.12;;1700;Ss;
SWK_032;90;0.93;0.05;0.02;39.93;;1700;Ss;
SWK_033;30;0.93;0.05;0.02;23.85;;1500;Ss;474209
SWK_033;60;0.93;0.05;0.02;21.74;;1700;Ss;
SWK_033;90;0.93;0.05;0.02;22.04;;1700;Ss;
SWK_046;30;0.93;0.05;0.02;0.0;;1500;Ss;474209
SWK_046;60;0.93;0.05;0.02;0.0;;1700;Ss;
SWK_046;90;0.93;0.05;0.02;0.0;;1700;Ss;
SWK_047;30;0.93;0.05;0.02;0.0;;1500;Ss;474209
SWK_047;60;0.93;0.05;0.02;0.0;;1700;Ss;
SWK_047;90;0.93;0.05;0.02;0.0;;1700;Ss;
SWK_048;30;0.93;0.05;0.02;0.0;;1500;Ss;474209
SWK_048;60;0.93;0.05;0.02;0.0;;1700;Ss;
SWK_048;90;0.93;0.05;0.02;0.0;;1700;Ss;
SWK_049;30;0.93;0.05;0.02;0.0;;1500;Ss;474209
SWK_049;60;0.93;0.05;0.02;0.0;;1700;Ss;
SWK_049;90;0.93;0.05;0.02;0.0;;1700;Ss;
SWK_050;30;0.93;0.05;0.02;0.0;;1500;Ss;474209
SWK_050;60;0.93;0.05;0.02;0.0;;1700;Ss;
SWK_050;90;0.93;0.05;0.02;0.0;;1700;Ss;
SWK_051;30;0.86;0.12;0.02;0.0;5.75;1700;fSms;474213
SWK_051;60;0.86;0.12;0.02;0.0;5.75;1700;fSms;
SWK_051;90;0.86;0.12;0.02;0.0;5.75;1700;fSms;
SWK_052;30;0.86;0.12;0.02;0.0;5.75;1700;fSms;474213
SWK_052;60;0.86;0.12;0.02;0.0;5.75;1700;fSms;
SWK_052;90;0.86;0.12;0.02;0.0;5.75;1700;fSms;
SWK_053;30;0.86;0.12;0.02;0.0;5.75;1700;fSms;474213
SWK_053;60;0.86;0.12;0.02;0.0;5.75;1700;fSms;
SWK_053;90;0.86;0.12;0.02;0.0;5.75;1700;fSms;
SWS_001;30;0.86;0.12;0.02;33.85;5.75;1700;fSms;475010
SWS_001;60;0.86;0.12;0.02;33.21;5.75;1700;fSms;
SWS_001;90;0.86;0.12;0.02;38.72;5.75;1700;fSms;
SWS_002;30;0.86;0.12;0.02;30.48;5.75;1700;fSms;475010
SWS_002;60;0.86;0.12;0.02;33.32;5.75;1700;fSms;
SWS_002;90;0.86;0.12;0.02;35.06;5.75;1700;fSms;
SWS_003;30;0.86;0.12;0.02;32.88;5.75;1700;fSms;475010
SWS_003;60;0.86;0.12;0.02;34.48;5.75;1700;fSms;
SWS_003;90;0.86;0.12;0.02;36.91;5.75;1700;fSms;
SWS_004;30;0.86;0.12;0.02;29.3;5.75;1700;fSms;475010
SWS_004;60;0.86;0.12;0.02;32.89;5.75;1700;fSms;
SWS_004;90;0.86;0.12;0.02;37.26;5.75;1700;fSms;
SWS_005;30;0.86;0.12;0.02;30.6;5.75;1700;fSms;475010
SWS_005;60;0.86;0.12;0.02;37.36;5.75;1700;fSms;
SWS_005;90;0.86;0.12;0.02;38.5;5.75;1700;fSms;
SWS_006;30;0.86;0.12;0.02;37.76;5.75;1700;fSms;475010
SWS_006;60;0.86;0.12;0.02;36.09;5.75;1700;fSms;
SWS_006;90;0.86;0.12;0.02;28.5;5.75;1700;fSms;
SWS_007;30;0.86;0.12;0.02;37.39;5.75;1700;fSms;475010
SWS_007;60;0.86;0.12;0.02;34.73;5.75;1700;fSms;
SWS_007;90;0.86;0.12;0.02;28.59;5.75;1700;fSms;
SWS_008;30;0.86;0.12;0.02;31.06;5.75;1700;fSms;475010
SWS_008;60;0.86;0.12;0.02;37.46;5.75;1700;fSms;
SWS_008;90;0.86;0.12;0.02;35.56;5.75;1700;fSms;
SWS_034;30;0.86;0.12;0.02;31.51;5.75;1700;fSms;475010
SWS_034;60;0.86;0.12;0.02;35.45;5.75;1700;fSms;
SWS_034;90;0.86;0.12;0.02;37.51;5.75;1700;fSms;
SWS_035;30;0.86;0.12;0.02;26.46;5.75;1700;fSms;475010
SWS_035;60;0.86;0.12;0.02;29.09;5.75;1700;fSms;
SWS_035;90;0.86;0.12;0.02;32.02;5.75;1700;fSms;
SWS_036;30;0.86;0.12;0.02;31.9;5.75;1700;fSms;475010
SWS_036;60;0.86;0.12;0.02;35.07;5.75;1700;fSms;
SWS_036;90;0.86;0.12;0.02;32.74;5.75;1700;fSms;
SWS_037;30;0.86;0.12;0.02;29.51;5.75;1700;fSms;475010
SWS_037;60;0.86;0.12;0.02;37.89;5.75;1700;fSms;
SWS_037;90;0.86;0.12;0.02;38.44;5.75;1700;fSms;
SWS_038;30;0.86;0.12;0.02;32.22;5.75;1700;fSms;475010
SWS_038;60;0.86;0.12;0.02;37.94;5.75;1700;fSms;
SWS_038;90;0.86;0.12;0.02;37.6;5.75;1700;fSms;
SWS_039;30;0.86;0.12;0.02;35.07;5.75;1700;fSms;475010
SWS_039;60;0.86;0.12;0.02;39.16;5.75;1700;fSms;
SWS_039;90;0.86;0.12;0.02;35.66;5.75;1700;fSms;
SWS_040;30;0.86;0.12;0.02;32.99;5.75;1700;fSms;475010
SWS_040;60;0.86;0.12;0.02;37.38;5.75;1700;fSms;
SWS_040;90;0.86;0.12;0.02;36.13;5.75;1700;fSms;
SWS_041;30;0.86;0.12;0.02;29.82;5.75;1700;fSms;475010
SWS_041;60;0.86;0.12;0.02;36.96;5.75;1700;fSms;
SWS_041;90;0.86;0.12;0.02;39.63;5.75;1700;fSms;
SWS_042;30;0.86;0.12;0.02;32.76;5.75;1700;fSms;475010
SWS_042;60;0.86;0.12;0.02;40.32;5.75;1700;fSms;
SWS_042;90;0.86;0.12;0.02;39.47;5.75;1700;fSms;
SWS_043;30;0.86;0.12;0.02;31.37;5.75;1700;fSms;475010
SWS_043;60;0.86;0.12;0.02;35.13;5.75;1700;fSms;
SWS_043;90;0.86;0.12;0.02;38.85;5.75;1700;fSms;
SWS_044;30;0.86;0.12;0.02;31.56;5.75;1700;fSms;475010
SWS_044;60;0.86;0.12;0.02;37.22;5.75;1700;fSms;
SWS_044;90;0.86;0.12;0.02;36.71;5.75;1700;fSms;
SWS_045;30;0.86;0.12;0.02;20.6;5.75;1700;fSms;475010
SWS_045;60;0.86;0.12;0.02;35.63;5.75;1700;fSms;
SWS_045;90;0.86;0.12;0.02;34.69;5.75;1700;fSms;